artist;id;name;degree
Lodato (1429270);1429270;Lodato;3
Dirtyfreqs (11195926);11195926;Dirtyfreqs;3
Vinny Vibe (50166802);50166802;Vinny Vibe;3
Tiko's Groove (1218214);1218214;Tiko's Groove;3
Helena (16966);16966;Helena;3
Sultan + Shepard (7584298);7584298;Sultan + Shepard;3
Dave Audé (396551);396551;Dave Audé;3
Oliver Rosa (5967044);5967044;Oliver Rosa;3
Weird Genius (12073944);12073944;Weird Genius;3
Kodaline (3803881);3803881;Kodaline;3
Los Padres (13368183);13368183;Los Padres;3
Delaney Jane (6604402);6604402;Delaney Jane;3
Shaun Frank (4513746);4513746;Shaun Frank;3
DJ Fresh (490454);490454;DJ Fresh;3
Imani Williams (9796172);9796172;Imani Williams;3
Hailee Steinfeld (5961630);5961630;Hailee Steinfeld;3
Kato (293277);293277;Kato;3
HRVY (12785693);12785693;HRVY;3
Paul Janeway of St. Paul & The Broken Bones (11203804);11203804;Paul Janeway of St. Paul & The Broken Bones;3
Craig David (110);110;Craig David;3
The Vamps (5171069);5171069;The Vamps;3
JP Cooper (1641705);1641705;JP Cooper;3
Tyrone (455415);455415;Tyrone;3
Talia Mar (10669329);10669329;Talia Mar;3
Dani Robinette (10413784);10413784;Dani Robinette;3
Kellen O'Donnell (10413790);10413790;Kellen O'Donnell;3
Aleana Entera (65996052);65996052;Aleana Entera;3
 (4679701);4679701;;3
 (469035);469035;;3
 (1365282);1365282;;3
 (337770);337770;;3
 (4485585);4485585;;3
Blinders (1372143);1372143;Blinders;3
Jordan Grace (5711593);5711593;Jordan Grace;3
The Federal Empire (10974386);10974386;The Federal Empire;3
Dawn Golden (4979065);4979065;Dawn Golden;3
Aleesia (1574176);1574176;Aleesia;3
Sander van doorn (169954);169954;Sander van doorn;3
JRM (7475686);7475686;JRM;3
Alex Aris (9306108);9306108;Alex Aris;3
Citadelle (118331532);118331532;Citadelle;3
Ytram (98347302);98347302;Ytram;3
Firebeatz (1249649);1249649;Firebeatz;3
Maejor (7140333);7140333;Maejor;3
Area21 (10159116);10159116;Area21;3
John & Michel (10217508);10217508;John & Michel;3
Dewain Whitmore (6899947);6899947;Dewain Whitmore;3
Justin Mylo (10301004);10301004;Justin Mylo;3
Jay Hardway (4757864);4757864;Jay Hardway;3
Clinton Kane (14505235);14505235;Clinton Kane;3
Michel Zitron (4407744);4407744;Michel Zitron;3
Dean Lewis (6401240);6401240;Dean Lewis;3
Shaun Farrugia (9036674);9036674;Shaun Farrugia;3
DubVision (541399);541399;DubVision;3
Breathe Carolina (132264);132264;Breathe Carolina;3
Sasha Alex Sloan (140005292);140005292;Sasha Alex Sloan;3
Bonn (49533552);49533552;Bonn;3
Bono & The Edge (4504056);4504056;Bono & The Edge;3
The Edge (166079);166079;The Edge;3
Bono (5227);5227;Bono;3
Fall Out Boy (404);404;Fall Out Boy;3
Macklemore (152291);152291;Macklemore;3
TREBLA (511775);511775;TREBLA;3
Vogel (524107);524107;Vogel;3
 (3239);3239;;3
 (4681477);4681477;;3
 (378459);378459;;3
 (12068820);12068820;;3
 (63972);63972;;3
 (1042797);1042797;;3
Danyon (50913732);50913732;Danyon;3
Kenzie (1234312);1234312;Kenzie;3
Mo Falk (14933799);14933799;Mo Falk;3
Jonas Aden (6606140);6606140;Jonas Aden;3
Mesto (5859262);5859262;Mesto;3
Mike Yung (11043116);11043116;Mike Yung;3
Grx (5059478);5059478;Grx;3
Brooks & GRX (13345445);13345445;Brooks & GRX;3
TZAR (1071614);1071614;TZAR;3
IZECOLD (7355922);7355922;IZECOLD;3
Molly Ann (10260596);10260596;Molly Ann;3
Alida (171731);171731;Alida;3
Julian Jordan (1473166);1473166;Julian Jordan;3
Isabèl Usher (12944961);12944961;Isabèl Usher;3
Natalie Major (5507332);5507332;Natalie Major;3
Mike Williams (639504);639504;Mike Williams;3
Jay Mason (486413);486413;Jay Mason;3
Vluarr (9958776);9958776;Vluarr;3
Joss Stone (821);821;Joss Stone;3
Santana (553);553;Santana;3
Konshens (164002);164002;Konshens;3
Debi Nova (371600);371600;Debi Nova;3
Tami Chin (584578);584578;Tami Chin;3
Nicky B (91260);91260;Nicky B;3
SYNTHKARTELL (1466342);1466342;SYNTHKARTELL;3
Alkaline (1654286);1654286;Alkaline;3
Chico (4392);4392;Chico;3
Leftside & Sean Paul (14073187);14073187;Leftside & Sean Paul;3
Leftside (92965);92965;Leftside;3
Damian Jr. Gong Marley (8201972);8201972;Damian Jr. Gong Marley;3
Stylo G (473230);473230;Stylo G;3
DJ Ammo (4852358);4852358;DJ Ammo;3
Intence (1148176);1148176;Intence;3
Ce'cile (6011);6011;Ce'cile;3
Mozart la Para (350042);350042;Mozart la Para;3
KStewart (6904185);6904185;KStewart;3
 (394);394;;3
 (15378);15378;;3
Ellie Goulding (311820);311820;Ellie Goulding;3
Childsplay (105712);105712;Childsplay;3
GAIA (9201320);9201320;GAIA;3
Chi Ching Ching (1372582);1372582;Chi Ching Ching;3
Pia Mia (2724281);2724281;Pia Mia;3
Machel Montano (186783);186783;Machel Montano;3
Ir Sais (12407002);12407002;Ir Sais;3
Kent Jones (7949792);7949792;Kent Jones;3
Fuse ODG (3038541);3038541;Fuse ODG;3
Busy Signal (116337);116337;Busy Signal;3
Shenseea (10668885);10668885;Shenseea;3
Gwen Stefani (16);16;Gwen Stefani;3
Miss Lafamilia (8661696);8661696;Miss Lafamilia;3
Topo La Maskara (12071380);12071380;Topo La Maskara;3
Sasha (50055182);50055182;Sasha;3
Keyshia Cole (2656);2656;Keyshia Cole;3
DJ Snake (482758);482758;DJ Snake;3
Wiley (2370);2370;Wiley;3
Alexis Jordan (1041337);1041337;Alexis Jordan;3
INNA (288252);288252;INNA;3
Dua Lipa (8706544);8706544;Dua Lipa;3
Joss Favela (4973602);4973602;Joss Favela;3
Tainy (4649104);4649104;Tainy;3
SAYGRACE (76030882);76030882;SAYGRACE;3
Austin Mahone (3899911);3899911;Austin Mahone;3
Di Genius (366836);366836;Di Genius;3
Juhn (10388560);10388560;Juhn;3
Kideko (6161052);6161052;Kideko;3
Dj Nelson (153276342);153276342;Dj Nelson;3
Jay Wheeler (1074021);1074021;Jay Wheeler;3
Lucas Lucco (4244787);4244787;Lucas Lucco;3
Abraham Mateo (320004);320004;Abraham Mateo;3
Marca MP (61384072);61384072;Marca MP;3
Gianluca Vacchi (12981701);12981701;Gianluca Vacchi;3
 (1170312);1170312;;3
 (1481097);1481097;;3
 (7888024);7888024;;3
Mau y Ricky (10189722);10189722;Mau y Ricky;3
ChocQuibTown (76884);76884;ChocQuibTown;3
Will.i.am. (6413970);6413970;Will.i.am.;3
Leslie Grace (3826021);3826021;Leslie Grace;3
Pedro Capó (294464);294464;Pedro Capó;3
Carlos Rivera (788737);788737;Carlos Rivera;3
Guaynaa (49197782);49197782;Guaynaa;3
Nathy Peluso (12346612);12346612;Nathy Peluso;3
Nicki Nicole (13299379);13299379;Nicki Nicole;3
Christina Aguilera (116);116;Christina Aguilera;3
Paulo Londra (12637039);12637039;Paulo Londra;3
League of Legends (7402526);7402526;League of Legends;3
Thutmose (10159434);10159434;Thutmose;3
Duckwrth (7990602);7990602;Duckwrth;3
SOYEON of (G)I-DLE (76764672);76764672;SOYEON of (G)I-DLE;3
Keke Palmer (66093);66093;Keke Palmer;3
True Damage (76764662);76764662;True Damage;3
Daviles de Novelda (13756291);13756291;Daviles de Novelda;3
TINI (2252591);2252591;TINI;3
ZIEZIE (13866233);13866233;ZIEZIE;3
Ms Banks (4841163);4841163;Ms Banks;3
Hardy Caprio (10149962);10149962;Hardy Caprio;3
SwitchOTR (81207482);81207482;SwitchOTR;3
CARO (61504);61504;CARO;3
Lekota (158198892);158198892;Lekota;3
HARLEE (5554741);5554741;HARLEE;3
ZAYN (9761322);9761322;ZAYN;3
Shaed (379186);379186;Shaed;3
Nina Simone (744);744;Nina Simone;3
Da Hool (1015);1015;Da Hool;3
 (1454125);1454125;;3
 (5887446);5887446;;3
 (121311042);121311042;;3
 (9752838);9752838;;3
 (11063118);11063118;;3
 (4841158);4841158;;3
The Wildcardz (79052392);79052392;The Wildcardz;3
Djds (8514236);8514236;Djds;3
Col3trane (12467362);12467362;Col3trane;3
KREAM (4794542);4794542;KREAM;3
Ramz (5979058);5979058;Ramz;3
Louis The Child (4955521);4955521;Louis The Child;3
Cassper Nyovest (5895321);5895321;Cassper Nyovest;3
King Promise (9958178);9958178;King Promise;3
Spice (17008);17008;Spice;3
Ray BLK (8773452);8773452;Ray BLK;3
Young Adz (8245150);8245150;Young Adz;3
Steel Banglez (1511333);1511333;Steel Banglez;3
Nana rogues (5086253);5086253;Nana rogues;3
Maleek Berry (4534357);4534357;Maleek Berry;3
Mabel (103103);103103;Mabel;3
D-Block Europe (14181947);14181947;D-Block Europe;3
wewantwraiths (103035772);103035772;wewantwraiths;3
Russ Millions (87033922);87033922;Russ Millions;3
Da Beatfreakz (5873712);5873712;Da Beatfreakz;3
Jake Gosling (4407951);4407951;Jake Gosling;3
Riton (82264);82264;Riton;3
Disclosure (409796);409796;Disclosure;3
Max M (81045982);81045982;Max M;3
The Wishes (61876762);61876762;The Wishes;3
Flamingo Cartel (66049752);66049752;Flamingo Cartel;3
Taao Kross (4791165);4791165;Taao Kross;3
DJ Groove (1190515);1190515;DJ Groove;3
Damian Force (6007600);6007600;Damian Force;3
Crazibiza (1177287);1177287;Crazibiza;3
Wonderloop (60162432);60162432;Wonderloop;3
AtellaGali (6943441);6943441;AtellaGali;3
Psyko Punkz (191739);191739;Psyko Punkz;3
 (169321);169321;;3
 (1381386);1381386;;3
 (276793);276793;;3
 (1047153);1047153;;3
 (8224704);8224704;;3
Global Deejays (589);589;Global Deejays;3
Martin Van Lectro (1361341);1361341;Martin Van Lectro;3
Maximals (668470);668470;Maximals;3
Zight (3252421);3252421;Zight;3
Marc Benjamin (1330028);1330028;Marc Benjamin;3
THIERRY VON DER WARTH (61577792);61577792;THIERRY VON DER WARTH;3
Thierry Von Der Warth & Chris Willis (130757702);130757702;Thierry Von Der Warth & Chris Willis;3
Chris Willis with Vinyljackers (10815358);10815358;Chris Willis with Vinyljackers;3
Vinyljackers (10815356);10815356;Vinyljackers;3
MC Alee (5264502);5264502;MC Alee;3
Mark With A K (1030965);1030965;Mark With A K;3
DiMaro (892012);892012;DiMaro;3
Rebel (346662);346662;Rebel;3
TwinCloth (53337902);53337902;TwinCloth;3
Soulja Boy (352219);352219;Soulja Boy;3
DJ Poet (4844108);4844108;DJ Poet;3
I-Three (123598);123598;I-Three;3
Rita Marley (93255);93255;Rita Marley;3
Yp (85562);85562;Yp;3
Axl Jack (13061805);13061805;Axl Jack;3
Q-Tip (8923);8923;Q-Tip;3
Cole The VII (13585347);13585347;Cole The VII;3
Dave Garnier (70137922);70137922;Dave Garnier;3
Enyo (5992088);5992088;Enyo;3
Van Snyder (1419112);1419112;Van Snyder;3
Disco Pogo (5310634);5310634;Disco Pogo;3
Geiles Leben (9657286);9657286;Geiles Leben;3
Nightcore (5054289);5054289;Nightcore;3
Elian Frankox (146546472);146546472;Elian Frankox;3
DJ Crespo (7387412);7387412;DJ Crespo;3
Jason Parris (6788671);6788671;Jason Parris;3
Gregor Es (1417957);1417957;Gregor Es;3
SOUNDCHECK (552894);552894;SOUNDCHECK;3
DJ Jeroenski (535874);535874;DJ Jeroenski;3
Marco V (13269);13269;Marco V;3
Joshua Cherney (6788669);6788669;Joshua Cherney;3
Masons Rave (6788665);6788665;Masons Rave;3
Jumpstar (6066328);6066328;Jumpstar;3
Rezone (5331192);5331192;Rezone;3
Party Killers (4795851);4795851;Party Killers;3
Kill FM (4661849);4661849;Kill FM;3
Moiez (4440350);4440350;Moiez;3
Charity Strike (4064449);4064449;Charity Strike;3
Stefano Pain (1366689);1366689;Stefano Pain;3
Adam Rickfors (1330241);1330241;Adam Rickfors;3
Nathan C (347381);347381;Nathan C;3
MOSKA (241611);241611;MOSKA;3
Dirty Rush (164333);164333;Dirty Rush;3
Landis (119074);119074;Landis;3
Sean Finn (12517);12517;Sean Finn;3
Harry Romero (61911);61911;Harry Romero;3
MYNC (433769);433769;MYNC;3
Scott Sparks (1658229);1658229;Scott Sparks;3
Jewelz (1049647);1049647;Jewelz;3
Disco Fries (646935);646935;Disco Fries;3
LOOPERS (802066);802066;LOOPERS;3
SMOLNIY (4323227);4323227;SMOLNIY;3
Loken (5225479);5225479;Loken;3
Mell Tierra (1029890);1029890;Mell Tierra;3
Oliver Heldens (4777520);4777520;Oliver Heldens;3
Vato Gonzalez (535877);535877;Vato Gonzalez;3
Rico Caruso (4444017);4444017;Rico Caruso;3
Jared Dietch (1593274);1593274;Jared Dietch;3
Tanktop (4950509);4950509;Tanktop;3
Anjey (4375741);4375741;Anjey;3
RockSaw (4497563);4497563;RockSaw;3
Wasteland (62612);62612;Wasteland;3
Lisa (8283);8283;Lisa;3
Eva Simons (274673);274673;Eva Simons;3
Natalia Kills (793038);793038;Natalia Kills;3
GoonRock (4674587);4674587;GoonRock;3
Lauren Bennett (1678240);1678240;Lauren Bennett;3
Jessica Sutta (1397185);1397185;Jessica Sutta;3
 (406688);406688;;3
Ali Tamposi (4407969);4407969;Ali Tamposi;3
Drax Project (9830724);9830724;Drax Project;3
Howard Jones (3384);3384;Howard Jones;3
Coco (11086);11086;Coco;3
Liza Owen (6147526);6147526;Liza Owen;3
Second Sun (13296);13296;Second Sun;3
Caroline (106312272);106312272;Caroline;3
Luciana (58175);58175;Luciana;3
D.O.D (162668);162668;D.O.D;3
Cid (3267911);3267911;Cid;3
Jack Wilby (4979259);4979259;Jack Wilby;3
Tudor (5577748);5577748;Tudor;3
Kyan (1379260);1379260;Kyan;3
Just Kiddin (1478485);1478485;Just Kiddin;3
Dope Lemon (9962076);9962076;Dope Lemon;3
Willy Monfret (4176448);4176448;Willy Monfret;3
Grace Gaustad (14479479);14479479;Grace Gaustad;3
Wealth (7711734);7711734;Wealth;3
Tom Staar (353431);353431;Tom Staar;3
Jem Cooke (1668942);1668942;Jem Cooke;3
Zyra (6229902);6229902;Zyra;3
ODESZA (4707030);4707030;ODESZA;3
Doechii (51965252);51965252;Doechii;3
Bïa (7968);7968;Bïa;3
Missy Elliott (91);91;Missy Elliott;3
Freya Ridings (12290606);12290606;Freya Ridings;3
MJ Cole (5552);5552;MJ Cole;3
Franklin (182890);182890;Franklin;3
Dallas Austin (4403991);4403991;Dallas Austin;3
Superorganism (11787877);11787877;Superorganism;3
Lana Del Rey (1424821);1424821;Lana Del Rey;3
Rayven Justice (3185911);3185911;Rayven Justice;3
 (13641817);13641817;;3
 (5004074);5004074;;3
 (6566241);6566241;;3
 (160999942);160999942;;3
 (69132932);69132932;;3
Eric Bellinger (4432412);4432412;Eric Bellinger;3
Carmen DeLeon (103429902);103429902;Carmen DeLeon;3
L.L.A.M.A (123228522);123228522;L.L.A.M.A;3
Mavado (156229);156229;Mavado;3
O.T. Genasis (5510618);5510618;O.T. Genasis;3
Céline Dion (198);198;Céline Dion;3
Jennifer Hudson (134163);134163;Jennifer Hudson;3
Peedi Peedi (4875854);4875854;Peedi Peedi;3
El Micha (279482);279482;El Micha;3
Lenier (5643053);5643053;Lenier;3
New Kids on the Block (657);657;New Kids on the Block;3
Zae France (13584951);13584951;Zae France;3
Blac Youngsta (7626068);7626068;Blac Youngsta;3
Lauren Jauregui (10433448);10433448;Lauren Jauregui;3
A$AP Ferg (4341930);4341930;A$AP Ferg;3
Tish Hyman (5862690);5862690;Tish Hyman;3
Musiq Soulchild (66100);66100;Musiq Soulchild;3
Quality Control (498918);498918;Quality Control;3
G-Eazy (810507);810507;G-Eazy;3
Leon Thomas (71264);71264;Leon Thomas;3
Lost Kings (8184970);8184970;Lost Kings;3
Ali Gatie (12741929);12741929;Ali Gatie;3
MAX (8904);8904;MAX;3
Vince Staples (4037971);4037971;Vince Staples;3
Wale (281561);281561;Wale;3
Culture Jam (84419512);84419512;Culture Jam;3
Buju Banton (7081);7081;Buju Banton;3
Juicy J, Ty Dolla $ign (11652473);11652473;Juicy J, Ty Dolla $ign;3
Boys Noize (9907);9907;Boys Noize;3
SHOTTY HORROH (4545798);4545798;SHOTTY HORROH;3
MAC MILLER (632926);632926;MAC MILLER;3
dvsn (8835400);8835400;dvsn;3
Sage The Gemini (4308309);4308309;Sage The Gemini;3
Rae Sremmurd (5575762);5575762;Rae Sremmurd;3
Mahalia (1647553);1647553;Mahalia;3
 (6563333);6563333;;3
 (257128);257128;;3
Joe Moses (497661);497661;Joe Moses;3
Sueco (6746889);6746889;Sueco;3
Kehlani (5603027);5603027;Kehlani;3
Skrillex (525643);525643;Skrillex;3
FKA twigs (5039338);5039338;FKA twigs;3
Joyner Lucas (5942214);5942214;Joyner Lucas;3
Adekunle Gold (8791550);8791550;Adekunle Gold;3
Lucky Daye (10318770);10318770;Lucky Daye;3
SG Lewis (7537078);7537078;SG Lewis;3
Madsonik (6166758);6166758;Madsonik;3
Kill The Noise (393495);393495;Kill The Noise;3
Mustard (1113629);1113629;Mustard;3
Tyler, The Creator (1194083);1194083;Tyler, The Creator;3
XXXTentacion (9822974);9822974;XXXTentacion;3
DJ Mustard (5036569);5036569;DJ Mustard;3
Ella Bands (164797587);164797587;Ella Bands;3
Murda Beatz (9430612);9430612;Murda Beatz;3
50 Cent (66);66;50 Cent;3
Kojo Funds (8550306);8550306;Kojo Funds;3
B-Lovee (91819492);91819492;B-Lovee;3
DaBaby (11363014);11363014;DaBaby;3
Mozzy (1179752);1179752;Mozzy;3
Quando Rondo (14029747);14029747;Quando Rondo;3
Lil Quee (56094562);56094562;Lil Quee;3
Veysel (1316607);1316607;Veysel;3
Stunna Gambino (11652847);11652847;Stunna Gambino;3
Trap Manny (50654632);50654632;Trap Manny;3
Khalid (362326);362326;Khalid;3
Melody (123505);123505;Melody;3
YoungBoy Never Broke Again (11279454);11279454;YoungBoy Never Broke Again;3
DaVido (125372);125372;DaVido;3
Olexesh (5254940);5254940;Olexesh;3
Capo Plaza (9375398);9375398;Capo Plaza;3
Mooski (61558042);61558042;Mooski;3
 (11116250);11116250;;3
 (12431462);12431462;;3
PnB Rock (8274374);8274374;PnB Rock;3
Sleepy Hallow (14800995);14800995;Sleepy Hallow;3
Sheff G (12778971);12778971;Sheff G;3
Don Q (444096);444096;Don Q;3
Rowdy Rebel (6737969);6737969;Rowdy Rebel;3
Offset (68334);68334;Offset;3
Queen Naija (13895003);13895003;Queen Naija;3
Juice Wrld (14456487);14456487;Juice Wrld;3
6IX9INE (13124535);13124535;6IX9INE;3
Chimere (2189901);2189901;Chimere;3
Ving Rhames (5608484);5608484;Ving Rhames;3
Playaz Circle (74274);74274;Playaz Circle;3
Jazze Pha (1411914);1411914;Jazze Pha;3
Lil' Flip (4985);4985;Lil' Flip;3
Foxy Brown (2650);2650;Foxy Brown;3
Ciara (2619);2619;Ciara;3
Chamillionaire (378);378;Chamillionaire;3
T.I. (2527);2527;T.I.;3
Lil Scrappy (8247);8247;Lil Scrappy;3
Big K.R.I.T. (493082);493082;Big K.R.I.T.;3
4 Ize (5090738);5090738;4 Ize;3
Tity Boi (1371660);1371660;Tity Boi;3
Chingy (735);735;Chingy;3
Carl Thomas (11790);11790;Carl Thomas;3
MJG (473434);473434;MJG;3
8-ball (1418490);1418490;8-ball;3
I-20 (16196);16196;I-20;3
Floyd Mayweather (5706749);5706749;Floyd Mayweather;3
Dj Armz (9730322);9730322;Dj Armz;3
Willy Northpole (75167);75167;Willy Northpole;3
Three 6 Mafia (291);291;Three 6 Mafia;3
 (4513574);4513574;;3
 (463999);463999;;3
 (2068151);2068151;;3
 (2659);2659;;3
 (443093);443093;;3
Jagged Edge (5100);5100;Jagged Edge;3
Twista (298);298;Twista;3
Jamie Foxx (3505);3505;Jamie Foxx;3
Field Mob (5850);5850;Field Mob;3
Cashmere Cat (4045965);4045965;Cashmere Cat;3
Eve (837);837;Eve;3
Trina (9115);9115;Trina;3
Diamond (13113);13113;Diamond;3
DMX (267);267;DMX;3
Bobby V. (400004);400004;Bobby V.;3
Lil Fate (355569);355569;Lil Fate;3
Trey Songz (11134);11134;Trey Songz;3
Sean Garrett (76618);76618;Sean Garrett;3
Mary J. Blige (152);152;Mary J. Blige;3
Emilee (4613635);4613635;Emilee;3
T Pain (91252);91252;T Pain;3
Baby (134180);134180;Baby;3
Big Boi (175212);175212;Big Boi;3
Jeezy (1338623);1338623;Jeezy;3
DJ Khaled, Jeezy, Ludacris, Big Boi, Busta Rhymes, Lil Wayne, Fat Joe, Baby, Rick Ross, T Pain (81063032);81063032;DJ Khaled, Jeezy, Ludacris, Big Boi, Busta Rhymes, Lil Wayne, Fat Joe, Baby, Rick Ross, T Pain;3
StarBoi3 (12681991);12681991;StarBoi3;3
Kelly Rowland (13124);13124;Kelly Rowland;3
Tyrese (9109);9109;Tyrese;3
Shawnna (5046);5046;Shawnna;3
Sleepy Brown (240420);240420;Sleepy Brown;3
Keon Bryce (4498767);4498767;Keon Bryce;3
Fate Wilson (4513575);4513575;Fate Wilson;3
Kingdom 93 (53768642);53768642;Kingdom 93;3
Tinchy Stryder (9356);9356;Tinchy Stryder;3
Smokin' Jack Hill (14277333);14277333;Smokin' Jack Hill;3
Wonder Stereo (71857272);71857272;Wonder Stereo;3
K.R. (1103562);1103562;K.R.;3
Luciana Caporaso (4422151);4422151;Luciana Caporaso;3
Kesha (280627);280627;Kesha;3
Travie McCoy (390479);390479;Travie McCoy;3
 (64333);64333;;3
 (6556673);6556673;;3
Hatiras (11747);11747;Hatiras;3
Roxanne Shante (170016);170016;Roxanne Shante;3
Bob Sinclar (157);157;Bob Sinclar;3
Cocto (4988883);4988883;Cocto;3
Margeau (4833870);4833870;Margeau;3
Dabruck (2293261);2293261;Dabruck;3
Klein (286170);286170;Klein;3
Zé (124054);124054;Zé;3
Ridwello (4761964);4761964;Ridwello;3
Sarah Grays (6128816);6128816;Sarah Grays;3
DJ Roland Clark (503514);503514;DJ Roland Clark;3
Ze! (367215);367215;Ze!;3
Marco G (332875);332875;Marco G;3
CB Lyon (1288212);1288212;CB Lyon;3
Vassy (63048052);63048052;Vassy;3
Alesia (4055225);4055225;Alesia;3
James Perry (1146551);1146551;James Perry;3
Joyce Jonathan (318673);318673;Joyce Jonathan;3
Geyster (9199);9199;Geyster;3
CALIFORNIA ROAD 101 (169293727);169293727;CALIFORNIA ROAD 101;3
Ms Thing (253227);253227;Ms Thing;3
Miss Thing (485671);485671;Miss Thing;3
Juan Rozof (4601762);4601762;Juan Rozof;3
Poet Name Life (1063143);1063143;Poet Name Life;3
Barbara Tucker (11264);11264;Barbara Tucker;3
Wadey Nara (445431);445431;Wadey Nara;3
Sidney Caron (8003888);8003888;Sidney Caron;3
The Stereo MC's (1487379);1487379;The Stereo MC's;3
Stereo MC's (1517);1517;Stereo MC's;3
The Egg (6086);6086;The Egg;3
A Girl and a Gun (1287512);1287512;A Girl and a Gun;3
 (268401);268401;;3
 (1404839);1404839;;3
 (358058);358058;;3
 (1431935);1431935;;3
 (465579);465579;;3
 (13707953);13707953;;3
 (995377);995377;;3
NoMBe (5549496);5549496;NoMBe;3
COASTR. (15124927);15124927;COASTR.;3
Jonathan & Friends (113063602);113063602;Jonathan & Friends;3
Eric Nam (10502945);10502945;Eric Nam;3
RILEY (142468942);142468942;RILEY;3
Joe Jonas (1352692);1352692;Joe Jonas;3
John K (399408);399408;John K;3
teamwork. (64747982);64747982;teamwork.;3
Home Alone (337607);337607;Home Alone;3
Captain Cuts (7398452);7398452;Captain Cuts;3
Nevada (11374600);11374600;Nevada;3
Picture This (4685222);4685222;Picture This;3
Petey Martin (11066850);11066850;Petey Martin;3
